id,source_wsi,dataset,i,j
3db90e22ec90,14,3,11787,45473
3dbfab021daa,9,3,16384,09728
3dbff16df8b4,3,2,12800,06144
3de83b01dfad,3,2,07680,04608
3dee55fb6fcc,4,2,10752,26112
3df9e9af191c,6,3,09728,17920
3e015ed29403,14,3,09227,32161
3e01bb974a1b,2,1,22016,20992
3e0679dff9d8,2,2,22528,16932
3e0c7a50f7cf,10,3,21088,11224
3e16b3b411c2,4,2,07168,27136
3e214712d0f7,14,3,07691,30625
3e248be7dd4c,1,1,09216,44544
3e28a157a06d,3,2,06656,14848
3e38a14cb10f,4,2,02048,26112
3e472ade698d,6,3,14336,14336
3e4baff439b4,9,3,13824,14848
3e4bd4c8b662,6,3,21504,23040
3e55b753ea46,4,2,12288,21504
3e604eb9201f,9,3,11264,26624
3e6d35e1270b,11,3,06101,21521
3e70fafdbe3e,3,2,11264,03072
3e71c5663dda,11,3,10197,43537
3e794841f2da,3,2,02560,12800
3e7e6fa84e33,2,1,24064,22016
3e7f39a41d07,11,3,12757,41489
3e9fac36d7c8,9,3,09728,31232
3ea08a5415be,6,3,12800,17920
3ea7567fe9ab,7,3,19456,23040
3ea88b9813ee,12,3,25600,25600
3eb00619b86b,10,3,21600,24024
3eb523ba22c5,7,3,09728,31232
3eb6c82b1668,3,2,12800,05120
3ee3e0ea7047,12,3,07680,23040
3ee5e43a13c4,11,3,08661,42001
3ef209155cec,3,2,06656,11264
3ef978f2c262,4,2,10240,25600
3efb8d127802,6,3,13312,14336
3efe1635f4bd,13,3,17408,24064
3f11cc56fcc6,6,3,11264,06656
3f20a3afd3c8,13,3,25088,37888
3f23a41f4bc4,13,3,21504,31232
3f244baf9da8,2,2,24064,19492
3f332d7c8810,9,3,09216,42496
3f3f4e04bb8b,6,3,16896,23040
3f4f881abe88,1,2,10752,02560
3f7d4d138475,9,3,19456,19968
3f83e7024b6e,12,3,24064,23040
3fa0009c04b3,7,3,18944,17920
3fa3016e2bc5,1,1,04608,43008
3fa5b652a51d,7,3,23552,21504
3fb046045066,12,3,11264,19968
3fb2ecfa07f8,10,3,22624,14296
3fbb797eb52e,13,3,23552,27136
3fc432760114,2,2,17408,20004
3fd79af9443d,12,3,16896,29184
3feceb6b32a1,14,3,07691,44961
3ff5bf6ae620,10,3,18528,29144
3ff6d5c10d47,13,3,15360,31232
401cc7fbcf22,12,3,13824,27136
4021872b194c,1,2,10752,07168
4029efd186fd,8,3,09728,15360
4034be2d4cb1,10,3,24672,25560
403efe6c67a5,13,3,15360,29184
404e39556dd4,7,3,09728,10752
405a48befa84,6,3,13312,27136
408c3f6088cb,14,3,08203,07585
409a7a2dafd0,1,2,07680,03072
409a959bb04e,14,3,14347,20897
40a397186da4,6,3,11776,13824
40a486ebdb5a,3,2,03584,12288
40ac7a9fc203,1,1,04608,43520
40ace032bdbb,7,3,12800,08192
40b452229978,11,3,17877,31761
40bb52c9cbe8,6,3,14336,20480
40bc07e6201c,12,3,26112,29696
40db2cb5c60b,14,3,09739,15265
40f2457d3efe,4,2,12800,20992
40fe2d7238ca,13,3,16896,31744
41037059e4d9,3,2,11776,02560
4108a8abcd26,7,3,14336,32256
41146970649b,1,2,16384,09728
41225437e33e,1,1,07680,38912
412d3603e328,12,3,06656,25600
4134ad29eb8f,14,3,09739,24481
4136fc8d534c,3,2,07680,08192
413fa0675bdf,2,2,15360,14884
41414ee7676a,13,3,24576,39424
4142122db8e4,3,2,06656,11776
41493100d434,1,2,08704,07680
414e2eecb7b3,9,3,11776,34816
414f9638f6ea,13,3,11264,26112
415055258bdd,8,3,20992,16896
415a900f7a89,1,2,06656,08704
415e861b5e4c,11,3,10197,27153
416486dc1b2a,14,3,07691,10657
416db187ddee,12,3,25088,23552
416fd0e325d5,7,3,11776,06656
4186e4a6753e,9,3,05632,28672
418e0654c808,14,3,09739,43937
419ce62fd697,9,3,18944,13824
41a59ab6e8a5,6,3,22528,10240
41a98aca6e80,12,3,24576,16896
41aef1cc414e,8,3,20992,13312
41bcc1299b50,13,3,20480,40960
41c6e0692ca1,2,2,20480,12836
41d0c9cb8eb7,11,3,13781,50193
41e8024c9960,10,3,18016,20952
41e81e5b4fed,6,3,15360,05632
41ed5ddbef0b,11,3,10709,31761
420b7d1ec2c6,14,3,11275,38305
420cfcd6e1c1,13,3,20480,29696
4219c2c89864,6,3,14848,29184
42272381ebf6,6,3,18944,17408
42401a5fb3f9,13,3,10752,22016
42563c352b95,9,3,15360,06144
427626389414,13,3,20992,27136
42aa45c63812,14,3,08715,24993
42bbfb8e98b9,7,3,24064,11776
42c0dcf830bf,11,3,06101,35345
42c24a207eb7,6,3,13312,09216
42d27777b9f4,7,3,16896,07168
42f123f3e5fb,11,3,12757,21521
42fb2e25cb87,8,3,11264,17408
42ff76db84c1,3,2,02560,11776
43023f35fbae,9,3,14336,14336
4303463a1df2,12,3,24576,19968
431c07bdbb18,10,3,13408,20440
4335bedb3aa8,13,3,17408,33280
43362b7daae9,4,2,11264,25600
4338daa2a73d,6,3,16384,12800
433bb3264154,6,3,22528,15872
4344c773a955,13,3,16896,28160
43476d844f31,12,3,15872,26624
434d483dddc4,8,3,13824,09216
434f29f2d00a,4,2,08192,23552
43575e5c7347,8,3,15360,23552
435c392d0b43,10,3,14944,13272
4365a3751c09,8,3,16384,20992
438410676423,10,3,18016,28120
43941ef7331c,7,3,18944,12800
4399be208888,1,2,08192,09216
43b2fa33ac05,3,2,06144,11776
43b4654b4c3d,1,1,06144,39424
43b728a7a41e,7,3,19968,32256
43ba93d8284d,3,2,07168,11776
43bda0f4cf0e,6,3,15872,15872
43be7b6cb0bf,7,3,08704,24064
43c5ed0bc78f,7,3,19456,32256
43c6095181fd,2,1,25600,23040
43c9624ed647,11,3,14805,33809
43e9ffc3deb3,14,3,09227,22433
43efebd2e62f,8,3,15872,09728
43fecfc4870d,13,3,25088,40448
440b33550916,4,2,05120,27136
441139f2d1d6,13,3,22016,31744
44185039dc85,2,2,14848,12836
4427046b7a39,6,3,09728,35328
443ec908b644,10,3,23136,30168
4442ba4069aa,6,3,18944,21504
4445acf9fe1f,7,3,24576,11264
44486793992a,9,3,05120,42496
445463b03ddf,7,3,17408,13312
445cb4128b1d,7,3,19456,19456
44674b2bef14,14,3,10763,13217
446b0da3b1c0,6,3,18432,23552
446ee67891b3,11,3,18389,44561
4470cd17d1f9,12,3,17920,19968
4476bde25d5d,11,3,17365,37905
448adb7db087,9,3,12800,12288
449101262968,6,3,13824,12800
4492300043e0,13,3,13824,23552
4499a0dc7101,2,1,20992,22528
44a6c70a63a3,13,3,26624,30208
44ae29236a2d,6,3,12800,19456
44b7efeac370,3,2,06144,13312
44b8b0eaa3b2,1,1,06144,43520
44c66d51c40e,2,1,19968,21504
44c79110286c,8,3,09728,20480
44caa5e73c4f,14,3,11787,32161
44cab3d669f8,14,3,13835,33185
44dfee549eac,10,3,13920,17368
44e1faf60266,12,3,20480,20480
44edab889703,11,3,15829,37393
44f89ed07b91,14,3,06667,47521
44fa695257f1,10,3,19040,13784
450e6f683965,11,3,11221,42513
45113f004c8c,9,3,20992,11264
45114dcc8e48,6,3,19968,14848
4512152d05d2,3,2,07168,10240
45134e4ceaa4,10,3,16480,27096
451d4ea5ced8,12,3,08704,24064
453ffb49c67f,4,2,04608,22528
454107fb306f,8,3,12288,10240
454cf72a9ed9,1,1,06656,41472
455310ba1c16,14,3,10251,23969
455f2a2ffb71,8,3,17920,09728
457e063e2924,10,3,12896,28120
4580aaa7680f,14,3,08203,21921
458a92eda7b4,1,1,05632,42496
4593065f88b5,12,3,24064,27648
45938c92d178,3,2,05120,15872
4594eea50eff,9,3,14336,23552
45a19a04a365,7,3,09216,13312
45b3e8ab94be,11,3,11221,22545
45b835356374,14,3,09739,26529
45bc2cd218c8,9,3,18944,23040
45d42de2cb89,3,2,08704,11264
45d6f53ececf,1,1,05632,38912
45e1f0b13e32,4,2,04096,26112
4615eec6f978,14,3,07179,45985
461dcb134540,11,3,10197,21009
461f5306cea7,10,3,22624,24024
46247107e95e,13,3,23552,34304
462d5da043a5,1,2,07680,06144
4640bd4c5e68,11,3,05077,19985
464eff8e8682,8,3,12800,09728
465022519f3f,2,1,24576,21504
46610100315b,9,3,11776,31744
466443025cff,10,3,15456,23512
467a392c3380,11,3,14293,39953
46878443d6d9,2,2,24576,20516
4688d0578779,8,3,21504,16384
4689a78f5611,6,3,23040,09728
4697db9770c2,13,3,13824,29696
469a2b604fc0,6,3,18944,15360
46a58335b3c8,4,2,10752,23040
46aa67d62d91,7,3,19968,24064
46b5b448f15c,10,3,15456,09688
46bfc8d71941,14,3,10763,24993
46c046a837a4,10,3,23648,19928
46c723228d22,12,3,11264,21504
46cbbc7f863b,3,2,09728,06656
46d9ee4f8a44,14,3,13835,31649
46e05c9f6aec,13,3,26624,41472
46ea686c52a3,10,3,24160,10712
46f861540754,6,3,11776,22016
470b0acaed83,3,2,06656,03584
470bb839f03a,14,3,06155,35745
470c54fdc20a,6,3,17920,08192
470d531c1497,12,3,25600,22528
4714a8568262,6,3,22528,34304
4717a1084426,10,3,20576,12248
471ac7f948cb,11,3,05077,18961
473e3abe9ac2,6,3,11776,07680
474dfe3467c0,13,3,17408,25088
4751feb39a37,7,3,10240,15872
47536b25b615,2,1,22016,23040
475dbf533c29,9,3,12288,13312
475fb8678151,13,3,16384,23552
47619d26dfe3,6,3,10752,05632
476ebf48f256,14,3,12299,44449
4786c07a3df5,9,3,14336,25088
478edfd9acf9,3,2,05632,16896
47909021890c,7,3,12800,20480
47a15f40cb53,7,3,13824,23040
47b4c6952248,6,3,17920,34304
47c4970bf049,2,1,16384,23552
47cb7f4ec51f,3,2,08192,16384
47d52a0a8332,13,3,15360,21504
47e43e4b76c1,7,3,20992,28160
47f89f75da08,12,3,22016,24576
48002d1f0ce2,6,3,17920,17920
481234519879,1,1,02560,39936
481d3d2765f4,10,3,18016,29656
4824b511c2ad,12,3,25600,19968
48299f436e77,8,3,17408,22016
483855f9ac3b,7,3,14336,21504
484301f61207,1,1,08704,38400
484656371e88,2,1,17920,20992
484cddf02776,10,3,20064,21464
4855a3af740e,3,2,04608,14336
4865588b8b4c,2,1,19968,20992
4866aa226020,8,3,22528,20480
486a783c785a,9,3,19968,29184
486d9bb97933,11,3,14805,19985
4878612b1691,12,3,18432,22528
4879d2b30dd8,12,3,15872,26112
48813ec32e0a,7,3,18944,26624
488d84c95b47,12,3,23552,22528
48a7b4e079c8,13,3,13312,30208
48ab0c52f22d,11,3,10197,48657
48ad170192e4,7,3,10752,07680
48b535ee2927,8,3,16896,14336
48bcefbaad54,12,3,17408,22016
48bef102863d,7,3,23552,10240
48c7d572535a,8,3,15360,24576
48cd9932a544,12,3,06144,27136
48e32a2aebc0,7,3,07680,09216
48e425699e4f,7,3,09216,23552
48ec8eca1796,8,3,10752,24064
48f30bfa00ef,9,3,10240,28160
48f47d8653f0,14,3,06155,39329
48f6dc742c93,6,3,17920,34816
48f802f35207,4,2,06656,25600
48f91d6f20e5,11,3,16853,40465
4912444e9531,8,3,16896,24064
492dfe588aba,6,3,19456,32768
492fe343acff,8,3,15360,14848
494f112c4acf,14,3,09739,41889
49501f8c9b59,8,3,18944,24576
495169bbaa46,1,1,06144,44032
495b1a43c850,11,3,14293,27665
4960cdc6a274,3,2,08192,14848
4967434fd3b7,13,3,09216,33280
4969251a9bab,12,3,23552,23552
49722f62f026,7,3,13824,28672
4977431d8677,11,3,15317,24593
497e8129e4bc,4,2,12800,22016
4983a02d4b39,7,3,10240,21504
4995f7836ec4,1,2,17920,09216
49a730e87f9c,4,2,03584,22016
49cebc6ee0c4,8,3,15360,21504
49eb08b763d5,14,3,13323,16801
49eb08e8db76,13,3,12288,27648
49eb40779257,10,3,22624,22488
49eda6510734,8,3,15360,18432
49ef4d5bdeef,9,3,17920,29696
49f0a316892f,3,2,05120,12800
49f4ceb13a60,11,3,04565,23057
49f54816f3db,6,3,12800,29696
4a0272d12867,9,3,17408,27136
4a061a97ce3f,7,3,17408,10752
4a06a2773c1d,2,2,23552,16932
4a1b99c7ab16,1,1,03584,42496
4a1cb762731f,3,2,03584,11264
4a1ecc1f3d0d,9,3,05120,30208
4a1ee53701d0,11,3,12757,44049
4a204e96d413,2,2,20992,18468
4a4820ef318c,3,2,07168,12800
4a4addc74882,13,3,09728,31232
4a620d60618a,7,3,11264,10240
4a67cd8abe1f,14,3,11787,47521
4a706ac6405a,2,2,20992,18980
4a772cf4cd1f,14,3,07179,29601
4a7f4fdf5c3a,13,3,25088,36352
4a8838c58c92,7,3,25088,32256
4a8a791a23cb,1,1,09216,41984
4a9315656c0d,12,3,15872,30208
4a96bbf81b92,8,3,23040,15360
4a99cc0b19f3,12,3,24576,22016
4aa434181421,2,2,17920,11812
4aa8c5d9ad66,12,3,18432,23552
4abba3bf65bb,4,2,01536,22016
4ac6eeecc47e,13,3,16384,32768
4ac79271f873,13,3,25088,30720
4ac9db8da5e3,14,3,12811,42913
4ad4c41ecad6,3,2,04608,11264
4ad8505f03e0,10,3,13920,28120
4ad99c0ef7a4,9,3,18944,31744
4ae982948eb6,12,3,12800,19968
4aea83e44924,14,3,09227,24481
4af8f03d515f,14,3,12299,19873
4afe467f9ada,13,3,20992,34304
4b01ee608349,11,3,05077,52753
4b099b0c0dbf,10,3,21088,27608
4b10f6350e7a,13,3,23040,29696
4b197545ea0e,1,1,03072,39936
4b19cae08534,6,3,12288,33792
4b1c02352e5a,7,3,20480,18432
4b1e524e4fff,6,3,21504,11776
4b1f1e5fe64c,14,3,08203,42913
4b30dd7bc2f0,6,3,21504,15360
4b3fa041f5d4,7,3,10752,12800
4b47ba859318,6,3,10240,24576
4b60bf26f973,6,3,10752,17920
4b71f2e1d1ba,2,1,19456,22528
4b78d63a9f2a,12,3,23552,28160
4b8ea82c37cc,7,3,20480,22528
4b8ffa4e038a,7,3,11776,12800
4b91208952c9,11,3,15829,18961
4b94404d2e6c,1,2,08704,04096
4b9690ae5e35,12,3,17920,24064
4ba838cffa29,1,2,08192,07680
4ba8d55f7acb,2,1,23040,20992
4bbd0a34d0e8,14,3,10763,21409
4bc23bb59c0c,9,3,14848,09216
4bc916625870,10,3,15968,09688
4bccd6af9416,12,3,14848,21504
4bd662327ca6,4,2,06144,25088
4bd697f9fd5c,11,3,13269,23569
4bd89cce4719,8,3,10752,14848
4bdc0ba604d8,2,2,23552,19492
4be71d7e8cad,8,3,20480,11776
4c058755d597,1,2,12288,03072
4c08fff77271,11,3,07125,21521
4c0c08659360,7,3,10240,13824
4c1361e4c2d8,1,1,06144,42496
4c1fbf6273b6,14,3,13323,41377
4c250879f0bd,13,3,13824,31744
4c266b6dd58b,13,3,11264,32768
4c294021fc44,9,3,08704,28160
4c3724327cbc,9,3,16896,21504
4c4152816f60,7,3,10752,22016
4c5f49c80975,12,3,22016,22016
4c6ad7e52e9e,11,3,06101,52241
4c807ae96586,9,3,09216,35328
4c8c5ddce43e,13,3,09728,28672
4c8d2c60d4fa,9,3,17408,26112
4c950c75864d,7,3,12800,28160
4ca084aec87b,2,1,17408,22016
4ca17d2de1d2,6,3,15360,28160
4cafabe04a9f,14,3,10763,42913
4cb4e69aa3f7,13,3,11264,31232
4cbd368185f6,12,3,14336,18432
4cc1c6279f47,6,3,15360,31232
4cc58949301c,14,3,08203,36257
4ccd8a003eb3,3,2,08704,03584
4cce5b71c1b1,3,2,05120,13824
4cd30b984820,12,3,08704,23552
4cd5d2fbd820,8,3,11776,20480
4ce249007218,7,3,07168,15360
4ceefbf39668,7,3,22528,15872
4cf2563142f4,1,2,07680,08192
4cf5ffd56218,6,3,09728,22528
4cfe0498d60f,2,2,18944,16932
4d0571ec5f45,13,3,23040,25088
4d09827543a6,8,3,06144,09216
4d0d1662e052,8,3,14336,20480
4d1100c04907,12,3,07168,25088
4d11f2560b3d,9,3,10752,28160
4d2f47330f26,13,3,15360,27648
4d30590359d2,3,2,06144,12288
4d5877f68893,3,2,06656,05632
4d641bb3f96d,7,3,09728,13824
4d649aafd5c2,11,3,11221,44561
4d6f8d7fcf78,10,3,19040,13272
4d7d7b1c9861,11,3,09685,19473
4d9fac0f71e2,13,3,16896,31232
4dae128831ab,4,2,06656,24576
4db0a32fbd79,2,2,15872,16932
4db193a39c99,14,3,12811,42401
4db8491f1494,2,2,20992,16420
4dbb7a44067f,14,3,13323,38305
4dc7222b672b,7,3,15872,24576
4dd40538452a,7,3,09216,14848
4ddcef431021,6,3,22528,31232
4e061002dbf9,6,3,16896,30720
4e0a1de43ade,2,2,17408,12836
4e128603d664,7,3,15872,23040
4e1359c3999b,8,3,20992,20992
4e1d12379930,13,3,14848,32256
4e1dbc66a99e,8,3,18944,09216
4e2075462dae,14,3,12299,10145
4e2701e16332,14,3,07179,45473
4e3455dac971,11,3,15317,38929
4e42275e4e24,12,3,08192,16896
4e455f0cb054,1,2,01536,41984
4e47ebcad509,12,3,22016,20480
4e4ae455b86c,13,3,11776,30208
4e4bf2952658,3,2,12800,08192
4e570bb1c2c9,3,2,12800,04608
4e59756e76ae,7,3,19456,24576
4e77c199ea8d,11,3,05077,44049
4e8848558390,3,2,04096,11776
4e8b6849684d,1,2,12800,10240
4e98e1933c00,6,3,12288,22528
4e992c43352f,10,3,22112,15832
4e9c4334ca82,12,3,11264,29696
4e9e1b39f370,14,3,09227,11681
4eaae69cfe86,8,3,22016,20992
4eaaf1cdf8c9,9,3,07168,35840
4eb2a2b392f6,1,1,03584,40448
4eb3a68587d4,13,3,10752,23552
4eb6e8de2672,7,3,15872,06656
4eb7c6a0534a,10,3,14944,17880
4ebbdedf1121,11,3,08661,41489
4ec88f617c43,12,3,09728,17920
4ecf6754f7e2,13,3,22528,33280
4ee4349c1f7e,11,3,16853,36369
4eed14ec3cd0,7,3,22016,32768
4eef9950c417,1,1,08192,43520
4ef1b4aec1df,7,3,14336,07168
4f00a6bfec3e,14,3,10251,31649
4f06f99952ad,11,3,16341,27153
4f0e0eb3b268,13,3,15872,24064
4f178db740a6,14,3,11787,17825
4f1a75b29dfa,10,3,15456,09176
4f1bc5cc9498,6,3,11776,20480
4f212683161f,9,3,16896,23040
4f62f8d41796,6,3,22016,22528
4f73092ef580,12,3,10752,23552
4f7f41bc90b1,11,3,10709,48145
4f88a07287cc,12,3,20992,17408
4f935fa80ad4,6,3,18944,10752
4fc78724eb28,7,3,21504,22528
4fcaaad2cfdf,13,3,26624,32256
4fcffe64689b,2,2,17920,17956
4fda51034146,10,3,19552,09176
4fdb98aca3c8,9,3,07680,26624
4fdf393eef1b,11,3,07637,22545
4fe821e5e9cb,8,3,09216,12800
4fea11bdf75b,13,3,17408,28160
4fea6856154d,7,3,12288,08192
4febe5893798,11,3,13781,18961
4fff64479402,10,3,15968,20952
4fff6ec91858,9,3,15360,08704
500215619a95,7,3,12288,20480
500a9fd92d4a,12,3,25088,19456
501398697fc1,1,2,12288,08704
5039b7bb4fcd,13,3,22528,41984
5041c56d7a9b,8,3,18944,11264
504592109913,9,3,19968,17408
5047c7523e09,1,2,11776,10240
5048f5d49874,12,3,17408,24576
5054705e73b3,13,3,15872,30720
5069ad36e9de,6,3,17408,23552
5073bccede56,8,3,13824,17408
5076c7f3b718,7,3,07680,22528
508aae06e79f,7,3,22528,24064
508e2feb990c,9,3,12800,25088
50974c24bea7,12,3,24576,26624
509f11ea980d,13,3,22016,28160
50c80988e3ff,1,1,06144,41472
50ca703a8c6b,6,3,21504,28160
50cbf5ebe5d0,11,3,16341,36369
50dc42c72b45,2,1,21504,23552
50e77454d526,9,3,05120,27648
50ec76b042b1,2,2,18944,16420
50faff0302f0,6,3,10240,30720
50fc9fc069cb,9,3,15360,15360
510b9c211fe2,12,3,18432,26624
51165c286c4b,11,3,09685,25105
51292cd4724a,8,3,22528,14336
513c23ea9630,2,2,15872,13860
514f49734ed4,13,3,20480,24064
51551e6feeb1,1,1,09216,46592
51572daa0b40,7,3,16384,09216
515c54ad511d,9,3,20480,20992
5162cb16c92f,8,3,16896,19968
5163ab9340fc,10,3,23136,27608
516beb1c6aa5,14,3,12299,36769
517081be5027,2,2,20992,20516
51a0119b087d,7,3,13312,18432
51a2ad418b22,2,1,28160,23040
51ab1356bc95,11,3,06101,36369
51bcce4e7c55,1,2,12288,07680
51c06c171a57,14,3,06667,39329
51cb11dcb2cc,8,3,20992,18432
51e6f56812c8,9,3,05632,26624
51ebb3c1ae1b,12,3,12800,24576
51ebdbb49211,4,2,11264,24064
51ef0204002f,12,3,19968,17920
51fb9b6ba510,12,3,09728,20992
51fdf25a4fd7,3,2,06656,06144
521838ecc8db,13,3,26112,24576
523116806a21,13,3,20992,29184
5232ba7fa001,2,1,15872,22528
523a3912a7ee,1,2,16896,10240
524a2d7ef429,11,3,04565,40977
524e61ecb581,6,3,22016,21504
52534b0ee441,8,3,07168,23552
526e3178a356,14,3,14347,32161
526e43512c53,14,3,07179,27041
5288247b3761,12,3,09728,29184
5292c8356343,7,3,08704,16384
52a32e95a62c,13,3,11776,25088
52a6d98f729f,8,3,14336,11776
52a924b89840,10,3,16480,14808
52ade2ecc8f0,3,2,07168,08192
52c2f4503164,13,3,14848,25600
52c377215747,9,3,07168,25088
52c4aad9512c,3,2,04096,12800
52e7071fa9c9,12,3,12800,23040
52ecd3ce600b,12,3,21504,30208
52ef4341cfd5,4,2,05632,24576
52faef9ed845,6,3,09728,32768
52fc6302be43,7,3,23552,25600
5305b7bd9d7f,8,3,19456,15872
530867f65ca0,4,2,05120,20992
5309b67113e3,6,3,19456,23552
5310d84798c0,11,3,11221,23569
532b41ad2506,9,3,18944,11776
532ef1fc3389,10,3,20576,25048
5334c268c9ed,14,3,13323,11169
53412284e9be,6,3,18432,16384
535d49a06333,6,3,10752,29696
535fee8f01b1,9,3,12288,26112
5369f6aecf4c,6,3,13824,35840
536f8419cfcf,10,3,21600,24536
5384b927f5b3,1,2,07168,09216
5390a3521343,10,3,14432,27608
53950baef80e,11,3,08149,27153
539741a6f8dc,4,2,06144,24576
53c51a73be70,11,3,08149,42513
53c7f76b42eb,2,2,19456,14884
53d4cb497207,10,3,18528,25048
53d9f8086d9f,7,3,16384,32768
53e8738154ea,8,3,17920,13824
54058fc9a1bc,10,3,18528,18904
54060239ed7c,7,3,22528,14336
541222108e55,4,2,02048,27136
5416d8773236,8,3,06656,12288
54172d5e80a9,12,3,19968,28160
54415c6dfda4,2,1,26624,23040
5460a1afbce7,8,3,14848,18944
546522c509dc,9,3,09728,32256
546b1f140e25,14,3,07691,39841
546ff96b42ca,10,3,19040,26584
5476d6f7e9ee,9,3,17408,25600
547776360a51,13,3,10240,31232
54845c997775,10,3,17504,25560
54899fc6a490,9,3,12800,18944
549de560ee09,11,3,17365,36881
549fea4dd4c0,14,3,09227,40353
54b61f30d4ec,1,1,07680,44032
54c70514492a,9,3,18944,07168
550952c89c0c,6,3,10240,10752
550b95406627,6,3,11776,16384
551aa6f683f3,9,3,19968,10752
55386512a675,11,3,12757,50705
553c6a481ee7,7,3,19968,22016
555fc2723072,10,3,13408,13272
55623b7c5f62,6,3,13312,26112
5565638a8cc7,9,3,18944,06144
5566406c59ee,1,1,02048,40448
556692ccbfb9,2,2,16896,18980
5575d4cb055f,2,1,27136,22528
557efd4b1180,1,2,11264,07168
557fe9666b97,8,3,12800,23040
55a1464078dd,6,3,10240,18944
55a573641748,11,3,15829,26641
55a5d5c0e0a4,7,3,23552,18944
55aca0f36aef,13,3,13824,32768
55b07829e888,1,1,06144,45056
55b441465a64,10,3,23648,21464
55bbc061e761,7,3,08192,32256
55c63ebfce79,9,3,06144,27648
55c75331a872,12,3,16896,22016
55cab2c9c13a,2,1,27648,20992
55e7547db0dd,3,2,02560,11264
55eef661b175,1,1,05120,38400
55f4ccb3f710,1,1,10752,40960
55f4ee4282d3,3,2,02048,11776
5608b200acb6,1,2,10752,08704
560b7b259aed,13,3,11264,29696
56102e85ff9f,1,2,11776,08704
5611903cc28b,8,3,11264,22016
5631a47d5b0c,1,1,01536,42496
564283be4af8,1,1,06656,39936
5642ce18c53d,10,3,23136,20440
564cbe1674f5,11,3,16853,21009
56599c487b2e,8,3,17408,11776
565e47f23342,12,3,07168,24576
565ed3fe7ae8,10,3,13408,13784
5662056ebcc9,12,3,07168,16896
566831702ca1,10,3,15968,08152
5671f785cd97,2,2,18944,13860
5674769fc3f0,11,3,11221,31249
5675a7a433ce,8,3,08192,10752
567abd43c35d,12,3,25088,27648
5695f0b210be,9,3,13824,26112
569a2c83c0b9,6,3,23040,30208
56b16f4e7310,6,3,11264,16896
56b724dc963a,1,2,10752,04096
56bbe99602d3,3,2,14336,07168
56bf4b409647,10,3,24160,14808
56ce510967bf,9,3,09216,36352
56cf8fd8e29e,11,3,15317,44561
56d047683f8c,9,3,12288,07680
56d289f54cd9,11,3,08149,45585
56d726f23819,8,3,22528,24576
56db37b36cab,7,3,20992,19968
56e1ccd094f2,2,2,20992,17444
56e6e1efa7d0,2,2,18944,19492
56f783004241,7,3,14848,14336
56fd78b64bea,6,3,20992,29184
57050507907f,10,3,13408,22488
5706853fae7b,10,3,20576,28632
570781e4d010,7,3,07680,09728
570e7180e569,11,3,14805,26641
5715f8aaf551,4,2,06144,26624
5722d159807f,10,3,22624,14808
5725a6023b93,7,3,23552,07680
573aeb182976,1,1,03072,44544
57401def500a,7,3,10240,31744
5743367f51e0,6,3,21504,26112
5748b08554f0,13,3,25600,25088
574c560386f0,7,3,16384,21504
575613c19a55,6,3,10240,26112
576196cfdf0b,14,3,13835,27553
5761b310ce1f,14,3,06667,14753
576e9da24eee,8,3,06656,23040
576e9eade1fb,14,3,09739,30113
5772ec544346,7,3,08704,19968
5773a1352839,11,3,13269,45585
5776f6f59992,12,3,17920,29184
5789682a1f67,14,3,10763,16289
578c8b32057e,1,1,06144,43008
578ced5a0ac0,4,2,07680,22016
5790b15dde35,2,1,23040,22528
57955fa73d52,6,3,17408,25600
579b8ba05748,8,3,10240,22528
579c7224a86c,14,3,13835,13729
579dd3cb54c0,6,3,10752,11776
57ae4e9b79fd,11,3,15829,25617
57bb3f72904b,11,3,06101,45073
57c04d7c34e7,7,3,08192,22016
57d1c9139116,7,3,11264,24064
57dc47c8dce3,13,3,23040,35328
57dc765804d2,14,3,11787,30625
57e1fe9a3631,14,3,09739,32161
57e5b459aabd,3,2,06656,07680
57ee046bd902,14,3,07179,34721
57f112b62e8e,11,3,07637,23569
57f506b477fe,11,3,15317,45073
57f8db17da03,4,2,11264,25088
57fcd2aef16a,10,3,24160,11736
57fd2474063c,6,3,16384,18432
58020c5e611c,14,3,12299,26017
580603e49a82,6,3,16384,14848
580b4febbdb1,8,3,17920,23552
581ab5c9e157,7,3,19968,14848
5832e01e3d6e,13,3,09728,29696
583fa4c51d15,11,3,19413,35345
584c5d6dea31,11,3,07125,51729
5850e5f5d056,12,3,17920,18944
5855e2cff6cc,8,3,12800,10240
5860c2f8020a,14,3,07179,32161
5871b8dc3e88,1,2,09728,04608
587c1ea8d468,13,3,12800,24064
58862560b9ca,10,3,15456,14808
588a2410ebac,13,3,13824,25088
588bd0b6ac0c,1,2,09728,03072
588bd6c21fcc,6,3,22528,26112
5892c9652818,13,3,16896,25600
58c10e5e55cc,9,3,18944,27136
58d96117e699,12,3,23552,27136
58e0f14c9207,6,3,19456,09216
58f6ce951b5f,3,2,07168,12288
59074ef70942,14,3,13835,45473
590ebe3b1ca1,12,3,24576,22528
590f64bf82a6,4,2,11264,26112
5916d284cd2c,14,3,13835,39841
5916eada5eed,12,3,19456,28672
591f01e4c5fa,14,3,12811,37793
5930cddc464c,7,3,19968,10752
5932db9e8724,9,3,19968,30208
59337753dc9a,7,3,09216,18432
5938fb71362a,10,3,24160,26072
5939fe6204b6,13,3,17408,30208
593c888bccac,11,3,18389,19985
